Order_index,Category_order,Group_order,Category,Section,Subsection,Designators,Casing,Part_Number,Database,Ecoinvent_flow,Ecoinvent_unit,Direction,Amount,Mass_per_element_g,Total_mass_g,Total_mass_kg,Formula_basis,Validation_error
29,1,20,AUTO,Passives,Resistors,R2 > R5,1206,R1206_1R_1%_0.25W_200PPM,EcoInvent,"resistor production, surface-mounted",kg,Input,5.1424e-05,0.012856,0.051424,5.1424e-05,mass-based,
30,1,20,AUTO,Passives,Resistors,"R6 > R9, R38, R45, R48, R53, R54, R62 > R67, R71 > R77",1206,R1206_10K_1%_0.25W_100PPM ,EcoInvent,"resistor production, surface-mounted",kg,Input,0.000282832,0.012856,0.282832,0.000282832,mass-based,
31,1,20,AUTO,Passives,Resistors,"R14 > R19, R22 > R27, R30 > R37, R49 > R52",1206,R1206_10R_1%_0.25W_200PPM,EcoInvent,"resistor production, surface-mounted",kg,Input,0.000308544,0.012856,0.308544,0.000308544,mass-based,
32,1,20,AUTO,Passives,Resistors,"R20, R21, R28, R29R68 > R70, R78, R79",1206,R1206_1K_1%_0.25W_100PPM,EcoInvent,"resistor production, surface-mounted",kg,Input,0.000167128,0.012856,0.167128,0.000167128,mass-based,
33,1,20,AUTO,Passives,Resistors,"R41, R44 ",1206,R1206_20K_1%_0.25W_100PPM,EcoInvent,"resistor production, surface-mounted",kg,Input,2.5712e-05,0.012856,0.025712,2.5712e-05,mass-based,
34,1,20,AUTO,Passives,Resistors,"R46, R47, R55, R56",1206,R1206_100R_1%_0.25W_100PPM,EcoInvent,"resistor production, surface-mounted",kg,Input,5.1424e-05,0.012856,0.051424,5.1424e-05,mass-based,
35,1,20,AUTO,Passives,Resistors,R57 > R60,1206,R1206_47K_1%_0.25W_100PPM,EcoInvent,"resistor production, surface-mounted",kg,Input,5.1424e-05,0.012856,0.051424,5.1424e-05,mass-based,
41,1,24,AUTO,Hardware,Mounting hardware,J2 screws,,3341-5,EcoInvent,"market for metal working, average for metal product manufacturing",kg,previous input,0.00126385,0.631925,1.26385,0.00126385,mass-based,
41,1,24,AUTO,Hardware,Mounting hardware,J2 screws,,3341-5,EcoInvent,"market for steel, low-alloyed",kg,previous input,0.00126385,0.631925,1.26385,0.00126385,mass-based,
42,1,25,AUTO,Assembly Processes,SMD,SMD_PROCESS,,,EcoInvent,"mounting, surface mount technology, Pb-free solder",m2,Input,0.028,,,,area-based,
43,1,26,AUTO,Assembly Processes,THT,THT_PROCESS,,,EcoInvent,"mounting, through-hole technology, Pb-free solder",m2,Input,0.028,,,,area-based,
4,2,4,MLCC,Passives,Capacitors,C2-C5,1206,CC1206_1NF_50V_10%_X7R,EcoInvent,"capacitor production, for surface-mounting",kg,Input,0.000226304,0.056576,0.226304,0.000226304,mass-based,
5,2,4,MLCC,Passives,Capacitors,C6-C25,1206,CC1206_100NF_200V_10%_X7R,EcoInvent,"capacitor production, for surface-mounting",kg,Input,0.00113152,0.056576,1.13152,0.00113152,mass-based,
6,2,4,MLCC,Passives,Capacitors,"C26, C34, C50, C52–C61, C65, C68, C69, C73, C77",1206,CC1206_100NF_50V_10%_X7R,EcoInvent,"capacitor production, for surface-mounting",kg,Input,0.001867008,0.056576,1.867008,0.001867008,mass-based,
9,2,4,MLCC,Passives,Capacitors,"C62, C64, C66, C67,C70 > C72, C75",1206,CC1206_1NF_50V_10%_X7R,EcoInvent,"capacitor production, for surface-mounting",kg,Input,0.000452608,0.056576,0.452608,0.000452608,mass-based,
11,2,4,MLCC,Passives,Capacitors,"C74, C76",1206,CC1206_1UF_50V_10%_X7R,EcoInvent,"capacitor production, for surface-mounting",kg,Input,0.000113152,0.056576,0.113152,0.000113152,mass-based,
7,3,5,Film,Passives,Capacitors,"C29,C51",,MKS4F053307H00MSSD,EcoInvent,"capacitor production, film type, for through-hole mounting",kg,Input,0.1223586,61.1793,122.3586,0.1223586,mass-based,
8,4,6,Tantalum,Passives,Capacitors,C30-C33,E,CTE7343-43_10UF_35V_10%_LESR0200,EcoInvent,"capacitor production, electrolyte type, < 2cm height",kg,Input,0.002831378,0.707844,2.831378,0.002831378,mass-based,
10,5,7,Electrolytic,Passives,Capacitors,"C63, C78-0C81",,MAL205253471E3,EcoInvent,"capacitor production, electrolyte type, > 2cm height",kg,Input,0.33,66.0,330.0,0.33,mass-based,
12,6,8,Schottky rectifier,Discrete Semiconductors,Power,"D1,D2",TO-220-2-V,MBR40250G,EcoInvent,"transistor production, wired, small size, through-hole mounting",kg,Input,0.0038,1.9,3.8,0.0038,mass-based,
13,7,9,Zener,Discrete Semiconductors,Small signal,"D3, D22",SOD-80C,BZV55-B10,EcoInvent,"diode production, glass-, for through-hole mounting",kg,Input,3.748e-05,0.01874,0.03748,3.748e-05,mass-based,
14,7,9,Zener,Discrete Semiconductors,Small signal,D4–D7,SOD-80C,BZV55-B15,EcoInvent,"diode production, glass-, for surface-mounting",kg,Input,7.496e-05,0.01874,0.07496,7.496e-05,mass-based,
15,8,10,Dual Diode,Discrete Semiconductors,Small signal,"D8, D9, D16, D17, D20, D23-D26",SOT23-3,BAV199,EcoInvent,"diode production, glass-, for surface-mounting",kg,Input,7.39125e-05,0.008212,0.073912,7.39125e-05,mass-based,
16,9,11,Switching,Discrete Semiconductors,Small signal,D10-D13,SOT23-3,BAW56L,EcoInvent,"diode production, glass-, for surface-mounting",kg,Input,3.285e-05,0.008212,0.03285,3.285e-05,mass-based,
17,10,12,TVS,Discrete Semiconductors,Small signal,"D14, D15, D18, D19",SOT23-3,SM712.TCT,EcoInvent,"diode production, glass-, for surface-mounting",kg,Input,3.285e-05,0.008212,0.03285,3.285e-05,mass-based,
18,10,12,TVS,Discrete Semiconductors,Small signal,D21,DO-214AA,SMBJ24A,EcoInvent,"diode production, glass-, for surface-mounting",kg,Input,0.000102937052,0.102937,0.102937,0.000102937052,mass-based,
19,11,13,Current transducer,Module,Sensors,IC1,,LESR 25-NP,EcoInvent,"electronic component production, active, unspecified",kg,Input,0.01,10.0,10.0,0.01,mass-based,
22,12,16,Solid State Relay,Module,Hybrid relays,IC9,DIP6 SMD,AQV210EHA,EcoInvent,"electronic component production, active, unspecified",kg,Input,0.000427,0.427,0.427,0.000427,mass-based,
23,13,17,Isolated Amplifier,IC,Mixed signal,IC11,SOIC16,AMC3330DWE,EcoInvent,"integrated circuit production, logic type",kg,Input,0.0001853125,0.185313,0.185313,0.0001853125,mass-based,
26,14,18,Rectifier diode,Discrete Semiconductors,Power,D15-D20,TO-247-2,VS-45EPS16L-M3,EcoInvent,"transistor production, wired, big size, through-hole mounting",kg,Input,0.03252,5.42,32.52,0.03252,mass-based,
27,15,19,MOSFET,Discrete Semiconductors,Power,"MOSFET_A1, MOSFET_A2, MOSFET_B1, MOSFET_B2, MOSFET_BC",TO-247-2,IRFP4768,EcoInvent,"transistor production, wired, big size, through-hole mounting",kg,Input,0.0271,5.42,27.1,0.0271,mass-based,
36,16,21,Power Management,IC,Analog,REG1,D2PAK,L7805ABD2T-TR,EcoInvent,"integrated circuit production, logic type",kg,Input,0.001566914694,1.566915,1.566915,0.001566914694,mass-based,
37,16,21,Power Management,IC,Analog,REG2,D2PAK,LD1086D2M33TR,EcoInvent,"integrated circuit production, logic type",kg,Input,0.001566914694,1.566915,1.566915,0.001566914694,mass-based,
38,17,22,BJT,Discrete Semiconductors,small signal,T1,SOT23-3,MMBT3904,EcoInvent,"transistor production, surface-mounted",kg,Input,8.2125e-06,0.008212,0.008212,8.2125e-06,mass-based,
39,17,22,BJT,Discrete Semiconductors,small signal,T2-T6,SOT23-3,BSS119N,EcoInvent,"transistor production, surface-mounted",kg,Input,3.285e-05,0.008212,0.03285,3.285e-05,mass-based,
40,18,23,Heatsink,Hardware,Thermal Management,HS1-HS2,,FFK 242 SA 220 O,EcoInvent,"metal working, average for aluminium product manufacturing",kg,Input,0.002796,1.398,2.796,0.002796,mass-based,
40,18,23,Heatsink,Hardware,Thermal Management,HS1-HS2,,FFK 242 SA 220 O,EcoInvent,"market for aluminium, primary",kg,previous input,0.002796,1.398,2.796,0.002796,mass-based,
